week_ending,equity,capital,drawdown,rolling_13w_sharpe,rolling_26w_sharpe
2025-08-22,1.616782426916905,16167.82426916905,0.0,6.765067101230534,4.499575141061091
2025-08-29,1.6587681380027255,16587.681380027254,0.0,9.934162151939333,5.682401095604271
2025-09-05,1.6719931996127686,16719.931996127685,0.0,10.303293807830986,6.465333043448593
2025-09-12,1.6648308056260352,16648.308056260354,-0.004283745883890022,8.216426683712788,5.8676913062530485
2025-09-19,1.707576000500703,17075.76000500703,0.0,8.521482828595458,6.347555886594189
2025-09-26,1.7346368644782892,17346.36864478289,0.0,9.056366511856863,6.778565830483389
2025-10-03,1.739013445697808,17390.134456978078,0.0,9.367043506272731,6.875757047491669
2025-10-10,1.739013445697808,17390.134456978078,0.0,8.1101113795837,6.725629936886569
2025-10-17,1.7570084414655915,17570.084414655914,0.0,7.766661782810982,7.045544870797645
2025-10-24,1.7943394535356534,17943.394535356532,0.0,8.250156778115981,7.188671561926714
2025-10-31,1.8057568897995095,18057.568897995094,0.0,7.75476964396808,6.951591863109504
2025-11-07,1.7725213337593537,17725.213337593537,-0.018405332538338537,4.872810846995128,5.480702698202345
2025-11-14,1.7725213337593537,17725.213337593537,-0.018405332538338537,4.890811267261625,5.435764789054023
2025-11-21,1.7714893127401763,17714.893127401763,-0.018976849681652252,4.032156005942171,5.415874090789778
2025-11-28,1.763265007035287,17632.650070352873,-0.02353134190114614,2.92524867512722,5.830895443532115
2025-12-05,1.7639428056982416,17639.428056982415,-0.023155987573670878,2.564026114947118,5.688513165391756
2025-12-12,1.750752037067939,17507.52037067939,-0.03046082949608886,2.368930842397167,4.953499355908098
2025-12-19,1.725414951492981,17254.14951492981,-0.044492112288409325,0.5573391601983506,4.117579690579762
2025-12-26,1.7644242426089474,17644.242426089473,-0.022889375321808236,0.8295244488906095,4.333973412565079
2026-01-02,1.8231247667915043,18231.247667915042,0.0,1.8117718895546564,4.752183059146329
2026-01-09,1.8783895770864365,18783.895770864365,0.0,2.647965445890815,4.75218805678171
2026-01-16,1.8897254492903792,18897.254492903794,0.0,2.510861885519357,4.512742578931333
2026-01-23,1.9309794621892837,19309.794621892837,0.0,2.523387941963964,4.703865799946215
2026-01-30,1.966682130351568,19666.82130351568,0.0,2.865522325515068,4.752494525855762
2026-02-06,1.9381727990858908,19381.727990858908,-0.01449615615339972,3.0766275372073624,3.9595271685900464
2026-02-13,1.99614288112026,19961.4288112026,0.0,3.851474129519556,4.37917112672416
2026-02-20,2.0390759826673492,20390.759826673493,0.0,4.545603349208392,4.327428474836609
2026-02-27,2.0390759826673492,20390.759826673493,0.0,4.775353484953397,3.9306588769062154
2026-03-06,2.014200904022749,20142.009040227487,-0.012199191622109584,4.129523463736447,3.431541346010979
2026-03-13,2.0008153979455816,20008.153979455816,-0.018763687595259815,4.1702808773484525,3.371664781911388
2026-03-20,2.034341903043673,20343.419030436733,-0.002321678870192634,5.617745282988758,3.2818166450910895
2026-03-27,2.039024791131082,20390.24791131082,-2.5105261747260244e-05,4.947267238395956,3.0507773291135245
2026-04-03,2.024967341505296,20249.67341505296,-0.006919134589382869,3.757852495510272,2.8372201021374783
2026-04-10,2.027604552641028,20276.04552641028,-0.0056257982163644416,3.0035047829653587,2.8644341658764145
2026-04-17,2.0522121917333522,20522.121917333523,0.0,3.216247537521092,2.8924569299524334
2026-04-24,2.0522121917333522,20522.121917333523,0.0,2.4977378785292936,2.5517000541542676
2026-05-01,2.042280969004923,20422.809690049227,-0.004839276741671283,1.6094764519260905,2.323624485946736
2026-05-08,2.106867421735445,21068.67421735445,0.0,3.2644431030813257,3.2223674538880758
2026-05-15,2.1760904078175454,21760.904078175452,0.0,3.2833343665006707,3.640220457959984
2026-05-22,2.197613238955639,21976.132389556387,0.0,2.974576696044791,3.845412127480589
2026-05-29,2.2769370142075123,22769.370142075124,0.0,3.812923508919821,4.3777976738836655
2026-06-05,2.3852524325254136,23852.524325254137,0.0,5.221532363047843,4.758091463119316
2026-06-12,2.4200394388495323,24200.394388495322,0.0,6.205992144405618,5.225892266176978
2026-06-19,2.378663252025303,23786.632520253028,-0.017097319225466645,4.561684054362319,5.134427089537254
2026-06-26,2.42791010631785,24279.1010631785,0.0,5.118760558827224,5.115919581619294
2026-07-03,2.42791010631785,24279.1010631785,0.0,5.4660883520941725,4.68919546255288
2026-07-10,2.479698487605334,24796.98487605334,0.0,6.166764069092395,4.628074353622158
2026-07-17,2.4859711994064004,24859.711994064004,0.0,5.769023192471884,4.556205142806623
2026-07-24,2.5245394052879124,25245.394052879125,0.0,6.41510592071393,4.484841507665441
2026-07-31,2.6271421019471086,26271.421019471087,0.0,7.804828799742502,4.590003576294387
2026-08-07,2.5973132543952304,25973.132543952303,-0.011354105105228385,6.0024762229627795,4.684158809693983
2026-08-14,2.5998654484698025,25998.654484698025,-0.010382633454463663,5.167243106496244,4.302795470265319
2026-08-21,2.5976669032488195,25976.669032488197,-0.011219491582295293,4.761150885598676,3.9503662834947066
2026-08-28,2.5473329219325165,25473.329219325165,-0.030378706943732348,3.118883932450462,3.4756996604691954
2026-09-04,2.5340686365254164,25340.686365254165,-0.03542764791927733,2.020863248328834,3.637164188394034
2026-09-11,2.5336032472052823,25336.032472052822,-0.03560479453033771,1.5622119259613498,3.7758784401532695
