week_ending,trade_week,bias,static_bias,signal,static_signal,return,static_return,raw_return,prediction_timestamp,entry_timestamp,exit_timestamp,trade_timestamp,entry_source,recursive_bias,recursive_category,expected_return,corridor_low,corridor_high,direction,entry_price,exit_price,gross_return,transaction_cost,net_return,position,stop_price,target_price,stop_hit,target_hit,prior_archetype,prior_warning,realized_return,prediction_error,recursive_expected_return,stopped,stop_reason,size,regime,confidence,archetype,contained,equity,drawdown
2024-12-27,2025-01-03,0.001,0.011,0,0,0.0,0.0,0.0,2024-12-27 22:00:00+00:00,2024-12-27,2025-01-03,2024-12-27,weekly_close,0.001,NEUTRAL,0.0,5781.35,6041.44,0,5911.169078041543,5911.169078041543,0.0,0.0,0.0,1.0,,,False,False,UNCLASSIFIED_DISPERSION,True,0.037084169066029515,-0.037084169066029515,0.0,False,,1.0,1,0.001,TREND_MOMENTUM_OVERRIDE,False,1.1385616910507146,-0.006766264178359349
2025-01-03,2025-01-10,0.123,-0.076,1,-1,0.021127935444240742,-0.023127935444240744,0.022127935444240743,2025-01-03 22:00:00+00:00,2025-01-03,2025-01-10,2025-01-03,weekly_close,0.123,NEUTRAL,0.0065,6035.2,6304.93,1,6130.379871509521,6266.0325215549565,0.022127935444240743,0.0010000000000000009,0.021127935444240742,1.0,6035.2,6304.93,False,False,UNCLASSIFIED_DISPERSION,True,0.022127935444240743,-0.015627935444240744,0.0065,False,,1.0,1,0.123,MACRO_DECOUPLING,True,1.1626171489585195,0.0
2025-01-10,2025-01-17,-0.423,-0.153,-1,-1,0.024985338383491595,0.024985338383491595,0.025985338383491596,2025-01-10 22:00:00+00:00,2025-01-10,2025-01-17,2025-01-10,weekly_close,-0.423,BEARISH_BIAS,-0.0241,5976.86,6252.56,-1,6266.0325215549565,6103.207546160388,0.025985338383491596,0.0010000000000000009,0.024985338383491595,1.0,6252.56,5976.86,False,False,UNCLASSIFIED_DISPERSION,True,-0.025985338383491596,0.0018853383834915964,-0.0241,False,,1.0,1,0.423,IN_LINE_ACCURATE,True,1.1916655318356983,0.0
2025-01-17,2025-01-24,-0.564,-0.066,-1,-1,0.05193693981298775,0.05193693981298775,0.05293693981298775,2025-01-17 22:00:00+00:00,2025-01-17,2025-01-24,2025-01-17,weekly_close,-0.564,BEARISH_BIAS,-0.0353,5753.19,6021.73,-1,6103.207546160388,5780.122415623123,0.05293693981298775,0.0010000000000000009,0.05193693981298775,1.0,6021.73,5753.19,False,False,UNCLASSIFIED_DISPERSION,True,-0.05293693981298775,0.01763693981298775,-0.0353,False,,1.0,1,0.564,COUNTER_TREND_EXHAUSTION,True,1.253556992839861,0.0
2025-01-24,2025-01-31,0.471,0.101,1,1,0.012573865827590347,0.012573865827590347,0.013573865827590348,2025-01-24 22:00:00+00:00,2025-01-24,2025-01-31,2025-01-24,weekly_close,0.471,BULLISH_BIAS,0.0226,5795.28,6026.49,1,5780.122415623123,5858.581021759838,0.013573865827590348,0.0010000000000000009,0.012573865827590347,1.0,5795.28,6026.49,False,False,NONE,False,0.013573865827590348,0.00902613417240965,0.0226,False,,1.0,0,0.471,IN_LINE_ACCURATE,True,1.269319050275067,0.0
2025-01-31,2025-02-07,0.476,0.016,1,0,0.0019049659255289128,0.0,0.002904965925528913,2025-01-31 22:00:00+00:00,2025-01-31,2025-02-07,2025-01-31,weekly_close,0.476,BULLISH_BIAS,0.0229,5875.6,6109.94,1,5858.581021759838,5875.6,0.002904965925528913,0.001,0.0019049659255289128,1.0,5875.6,6109.94,True,False,NONE,False,-0.02328199492554972,0.046181994925549724,0.0229,True,stop,1.0,1,0.476,UNCLASSIFIED_DISPERSION,False,1.271737059814466,0.0
2025-02-07,2025-02-14,-0.404,-0.028,-1,0,-0.0020342964111185182,0.0,-0.0010342964111185182,2025-02-07 22:00:00+00:00,2025-02-07,2025-02-14,2025-02-07,weekly_close,-0.404,BEARISH_BIAS,-0.019,5499.21,5728.1,-1,5722.181568140304,5728.1,-0.0010342964111185182,0.001,-0.0020342964111185182,1.0,5728.1,5499.21,True,False,NONE,False,0.0018844613428850021,-0.020884461342885,-0.019,True,stop,1.0,0,0.404,UNCLASSIFIED_DISPERSION,False,1.269149969677799,-0.002034296411118408
2025-02-14,2025-02-21,-0.36,0.107,-1,1,-0.004341238359584331,0.002341238359584331,-0.003341238359584331,2025-02-14 22:00:00+00:00,2025-02-14,2025-02-21,2025-02-14,weekly_close,-0.36,BEARISH_BIAS,-0.0167,5522.8,5752.12,-1,5732.964798102434,5752.12,-0.003341238359584331,0.001,-0.004341238359584331,1.0,5752.12,5522.8,True,False,NONE,False,0.024440981638728543,-0.04114098163872854,-0.0167,True,stop,1.0,0,0.36,UNCLASSIFIED_DISPERSION,False,1.2636402871453685,-0.006366703405088048
2025-02-21,2025-02-28,-0.034,-0.069,0,-1,0.0,-0.02512461876414107,0.0,2025-02-21 22:00:00+00:00,2025-02-21,2025-02-28,2025-02-21,weekly_close,-0.034,NEUTRAL,-0.0009,5721.11,6014.77,0,5873.084085468333,5873.084085468333,0.0,0.0,0.0,1.0,,,False,False,COUNTER_TREND_EXHAUSTION,True,0.035348791096172505,-0.0362487910961725,-0.0009,False,,1.0,1,0.034,VOLATILITY_LIQUIDATION,False,1.2636402871453685,-0.006366703405088048
2025-02-28,2025-03-07,0.051,-0.064,1,-1,-0.02033999234841899,0.018339992348418988,-0.01933999234841899,2025-02-28 22:00:00+00:00,2025-02-28,2025-03-07,2025-02-28,weekly_close,0.051,NEUTRAL,0.0027,5963.09,6230.64,1,6080.690507895809,5963.09,-0.01933999234841899,0.0010000000000000009,-0.02033999234841899,1.0,5963.09,6230.64,True,False,UNCLASSIFIED_DISPERSION,True,-0.033604857304404656,0.03630485730440466,0.0027,True,stop,1.0,1,0.051,VOLATILITY_LIQUIDATION,False,1.2379378533736778,-0.026577197054962864
2025-03-07,2025-03-14,0.112,0.048,1,0,-0.012998286790321001,0.0,-0.011998286790321,2025-03-07 22:00:00+00:00,2025-03-07,2025-03-14,2025-03-07,weekly_close,0.112,NEUTRAL,0.005,5788.12,6023.18,1,5876.349771065722,5805.843641232238,-0.011998286790321,0.0010000000000000009,-0.012998286790321001,1.0,5788.12,6023.18,False,False,NONE,False,-0.011998286790321,0.016998286790321,0.005,False,,1.0,0,0.112,VOLATILITY_LIQUIDATION,True,1.2218467821269323,-0.03923002581588064
2025-03-14,2025-03-21,-0.398,0.042,-1,0,0.035451273918794324,0.0,0.036451273918794325,2025-03-14 21:00:00+00:00,2025-03-14,2025-03-21,2025-03-14,weekly_close,-0.398,BEARISH_BIAS,-0.0186,5581.51,5813.74,-1,5805.843641232238,5594.2132443359915,0.036451273918794325,0.0010000000000000009,0.035451273918794324,1.0,5813.74,5581.51,False,False,NONE,False,-0.036451273918794325,0.017851273918794326,-0.0186,False,,1.0,0,0.398,UNCLASSIFIED_DISPERSION,True,1.2651628070869116,-0.005169506288126402
2025-03-21,2025-03-28,-0.025,0.05,0,1,0.0,-0.02210810567608379,0.0,2025-03-21 21:00:00+00:00,2025-03-21,2025-03-28,2025-03-21,weekly_close,-0.025,NEUTRAL,-0.0011,5476.13,5699.9,0,5594.2132443359915,5594.2132443359915,0.0,0.0,0.0,1.0,,,False,False,NONE,False,-0.03282864523631557,0.03172864523631557,-0.0011,False,,1.0,0,0.025,VOLATILITY_LIQUIDATION,False,1.2651628070869116,-0.005169506288126402
2025-03-28,2025-04-04,0.037,0.077,0,1,0.0,-0.020699632303235238,0.0,2025-03-28 21:00:00+00:00,2025-03-28,2025-04-04,2025-03-28,weekly_close,0.037,NEUTRAL,0.0027,5279.13,5571.3,0,5410.562802361387,5410.562802361387,0.0,0.0,0.0,1.0,,,False,False,VOLATILITY_LIQUIDATION,True,-0.019699632303235237,0.022399632303235238,0.0027,False,,1.0,0,0.037,UNCLASSIFIED_DISPERSION,True,1.2651628070869116,-0.005169506288126402
2025-04-04,2025-04-11,-0.406,0.173,-1,1,3.445111222799644e-05,-0.0020344511122279965,0.0010344511122279965,2025-04-04 21:00:00+00:00,2025-04-04,2025-04-11,2025-04-04,weekly_close,-0.406,BEARISH_BIAS,-0.023,5065.11,5298.49,-1,5303.976704601306,5298.49,0.0010344511122279965,0.001,3.445111222799644e-05,1.0,5298.49,5065.11,True,False,UNCLASSIFIED_DISPERSION,True,0.01506577791947783,-0.03806577791947783,-0.023,True,stop,1.0,0,0.406,VOLATILITY_LIQUIDATION,False,1.2652063933527655,-0.0051352332711395166
2025-04-11,2025-04-18,0.327,0.086,1,1,0.003980620611483743,0.003980620611483743,0.004980620611483744,2025-04-11 21:00:00+00:00,2025-04-11,2025-04-18,2025-04-11,weekly_close,0.327,BULLISH_BIAS,0.027,5383.94,5674.67,1,5383.885239722913,5410.70032951774,0.004980620611483744,0.0010000000000000009,0.003980620611483743,1.0,5383.94,5674.67,False,False,VOLATILITY_LIQUIDATION,True,0.004980620611483744,0.022019379388516256,0.027,False,,1.0,0,0.327,VOLATILITY_LIQUIDATION,True,1.2702426999999268,-0.0011750540750594674
2025-04-18,2025-04-25,-0.341,0.124,-1,1,0.0005506919634722393,-0.0025506919634722394,0.0015506919634722394,2025-04-18 21:00:00+00:00,2025-04-18,2025-04-25,2025-04-18,weekly_close,-0.341,BEARISH_BIAS,-0.0286,5110.13,5402.31,-1,5410.70032951774,5402.31,0.0015506919634722394,0.001,0.0005506919634722393,1.0,5402.31,5110.13,True,False,VOLATILITY_LIQUIDATION,True,0.0036774866108271187,-0.03227748661082712,-0.0286,True,stop,1.0,0,0.341,VOLATILITY_LIQUIDATION,False,1.2709422124464762,-0.0006250092044228772
2025-04-25,2025-05-02,-0.216,0.034,-1,0,0.037360073487230916,0.0,0.03836007348723092,2025-04-25 21:00:00+00:00,2025-04-25,2025-05-02,2025-04-25,weekly_close,-0.216,NEUTRAL,-0.0166,5193.57,5486.82,-1,5430.598107534739,5222.279965050089,0.03836007348723092,0.0010000000000000009,0.037360073487230916,1.0,5486.82,5193.57,False,False,VOLATILITY_LIQUIDATION,True,-0.03836007348723092,0.021760073487230917,-0.0166,False,,1.0,0,0.216,VOLATILITY_LIQUIDATION,True,1.3184247069015005,0.0
2025-05-02,2025-05-09,-0.088,0.143,-1,1,0.01623047411489964,-0.018230474114899642,0.01723047411489964,2025-05-02 21:00:00+00:00,2025-05-02,2025-05-09,2025-05-02,weekly_close,-0.088,NEUTRAL,-0.0046,5083.29,5313.07,-1,5222.279965050089,5132.297605291535,0.01723047411489964,0.0010000000000000009,0.01623047411489964,1.0,5313.07,5083.29,False,False,UNCLASSIFIED_DISPERSION,True,-0.01723047411489964,0.012630474114899641,-0.0046,False,,1.0,0,0.088,IN_LINE_ACCURATE,True,1.3398233649793092,0.0
2025-05-09,2025-05-16,-0.507,0.012,-1,0,0.02679215397495105,0.0,0.02779215397495105,2025-05-09 21:00:00+00:00,2025-05-09,2025-05-16,2025-05-09,weekly_close,-0.507,BEARISH_BIAS,-0.0548,4712.52,4989.66,-1,5132.297605291535,4989.66,0.02779215397495105,0.0010000000000000009,0.02679215397495105,1.0,4989.66,4712.52,True,False,VOLATILITY_LIQUIDATION,True,-0.02402899166887351,-0.03077100833112649,-0.0548,True,stop,1.0,0,0.507,VOLATILITY_LIQUIDATION,False,1.3757201188730717,0.0
2025-05-16,2025-05-23,-0.154,0.169,-1,1,0.0013559868086018287,-0.0033559868086018288,0.0023559868086018287,2025-05-16 21:00:00+00:00,2025-05-16,2025-05-23,2025-05-16,weekly_close,-0.154,NEUTRAL,-0.0081,4858.17,5078.56,-1,5008.973668891805,4997.172593003262,0.0023559868086018287,0.001,0.0013559868086018287,1.0,5078.56,4858.17,False,False,UNCLASSIFIED_DISPERSION,True,-0.0023559868086018287,-0.005744013191398171,-0.0081,False,,1.0,0,0.154,IN_LINE_ACCURATE,True,1.377585577206592,0.0
2025-05-23,2025-05-30,0.004,0.078,0,1,0.0,0.02631492748276376,0.0,2025-05-23 21:00:00+00:00,2025-05-23,2025-05-30,2025-05-23,weekly_close,0.004,NEUTRAL,0.0003,4863.83,5133.67,0,4997.172593003262,4997.172593003262,0.0,0.0,0.0,1.0,,,False,False,VOLATILITY_LIQUIDATION,True,0.041338497438094146,-0.041038497438094144,0.0003,False,,1.0,0,0.004,VOLATILITY_LIQUIDATION,False,1.377585577206592,0.0
2025-05-30,2025-06-06,-0.192,0.055,-1,1,-0.013335685375803874,0.011335685375803872,-0.012335685375803873,2025-05-30 21:00:00+00:00,2025-05-30,2025-06-06,2025-05-30,weekly_close,-0.192,NEUTRAL,-0.0147,4986.94,5267.94,-1,5203.748199436841,5267.94,-0.012335685375803873,0.0010000000000000009,-0.013335685375803874,1.0,5267.94,4986.94,True,False,VOLATILITY_LIQUIDATION,True,0.03265163313984609,-0.04735163313984609,-0.0147,True,stop,1.0,-1,0.192,VOLATILITY_LIQUIDATION,False,1.3592145293707196,-0.013335685375803874
2025-06-06,2025-06-13,0.146,0.163,1,1,0.004704713970094532,0.004704713970094532,0.005704713970094533,2025-06-06 21:00:00+00:00,2025-06-06,2025-06-13,2025-06-06,weekly_close,0.146,NEUTRAL,0.0065,5301.26,5516.21,1,5373.659076596988,5404.314264601776,0.005704713970094533,0.0010000000000000009,0.004704713970094532,1.0,5301.26,5516.21,False,False,NONE,False,0.005704713970094533,0.0007952860299054671,0.0065,False,,1.0,-1,0.146,IN_LINE_ACCURATE,True,1.3656092449554054,-0.008693711990997777
2025-06-13,2025-06-20,0.138,-0.004,1,0,0.02822128780331623,0.0,0.02922128780331623,2025-06-13 21:00:00+00:00,2025-06-13,2025-06-20,2025-06-13,weekly_close,0.138,NEUTRAL,0.0104,5314.39,5606.23,1,5404.314264601776,5562.235287107272,0.02922128780331623,0.0010000000000000009,0.02822128780331623,1.0,5314.39,5606.23,False,False,VOLATILITY_LIQUIDATION,True,0.02922128780331623,-0.018821287803316232,0.0104,False,,1.0,-1,0.138,UNCLASSIFIED_DISPERSION,True,1.404148496484161,0.0
2025-06-20,2025-06-27,-0.108,-0.022,-1,0,0.01184925643525614,0.0,0.01284925643525614,2025-06-20 21:00:00+00:00,2025-06-20,2025-06-27,2025-06-20,weekly_close,-0.108,NEUTRAL,-0.0081,5367.22,5667.58,-1,5562.235287107272,5490.76469955,0.01284925643525614,0.0010000000000000009,0.01184925643525614,1.0,5667.58,5367.22,False,False,VOLATILITY_LIQUIDATION,True,-0.01284925643525614,0.0047492564352561405,-0.0081,False,,1.0,0,0.108,IN_LINE_ACCURATE,True,1.4207866120921813,0.0
2025-06-27,2025-07-04,0.397,-0.054,1,-1,0.007212936251611013,-0.009212936251611015,0.008212936251611014,2025-06-27 21:00:00+00:00,2025-06-27,2025-07-04,2025-06-27,weekly_close,0.397,BULLISH_BIAS,0.0352,5535.86,5832.36,1,5490.76469955,5535.86,0.008212936251611014,0.0010000000000000009,0.007212936251611013,1.0,5535.86,5832.36,True,False,VOLATILITY_LIQUIDATION,True,0.0014302168853168595,0.03376978311468314,0.0352,True,stop,1.0,0,0.397,UNCLASSIFIED_DISPERSION,False,1.4310346553523443,0.0
2025-07-04,2025-07-11,0.016,-0.016,0,0,0.0,0.0,0.0,2025-07-04 21:00:00+00:00,2025-07-04,2025-07-11,2025-07-04,weekly_close,0.016,NEUTRAL,0.0011,5356.44,5653.37,0,5498.617683936598,5498.617683936598,0.0,0.0,0.0,1.0,,,False,False,VOLATILITY_LIQUIDATION,True,0.05384858851745866,-0.052748588517458665,0.0011,False,,1.0,0,0.016,UNCLASSIFIED_DISPERSION,False,1.4310346553523443,0.0
2025-07-11,2025-07-18,-0.575,-0.087,-1,-1,0.030500172235340517,0.030500172235340517,0.03150017223534052,2025-07-11 21:00:00+00:00,2025-07-11,2025-07-18,2025-07-11,weekly_close,-0.575,BEARISH_BIAS,-0.0364,5456.21,5711.17,-1,5794.710485013721,5612.176106681855,0.03150017223534052,0.0010000000000000009,0.030500172235340517,1.0,5711.17,5456.21,False,False,TREND_MOMENTUM_OVERRIDE,True,-0.03150017223534052,-0.004899827764659484,-0.0364,False,,1.0,0,0.575,IN_LINE_ACCURATE,True,1.474681458815332,0.0
2025-07-18,2025-07-25,0.295,0.004,1,0,0.021933300295931324,0.0,0.022933300295931325,2025-07-18 21:00:00+00:00,2025-07-18,2025-07-25,2025-07-18,weekly_close,0.295,BULLISH_BIAS,0.016,5578.6,5825.54,1,5612.176106681855,5740.881826650041,0.022933300295931325,0.0010000000000000009,0.021933300295931324,1.0,5578.6,5825.54,False,False,UNCLASSIFIED_DISPERSION,True,0.022933300295931325,-0.0069333002959313245,0.016,False,,1.0,0,0.295,IN_LINE_ACCURATE,True,1.507026090092371,0.0
2025-07-25,2025-08-01,0.422,-0.013,1,0,0.008253609100979387,0.0,0.009253609100979387,2025-07-25 21:00:00+00:00,2025-07-25,2025-08-01,2025-07-25,weekly_close,0.422,BULLISH_BIAS,0.0199,5740.37,5970.01,1,5740.881826650041,5794.005702968778,0.009253609100979387,0.0010000000000000009,0.008253609100979387,1.0,5740.37,5970.01,False,False,NONE,False,0.009253609100979387,0.010646390899020614,0.0199,False,,1.0,0,0.422,IN_LINE_ACCURATE,True,1.5194644943449707,0.0
2025-08-01,2025-08-08,0.073,-0.1,1,-1,0.014674156695695939,-0.01667415669569594,0.01567415669569594,2025-08-01 21:00:00+00:00,2025-08-01,2025-08-08,2025-08-01,weekly_close,0.073,NEUTRAL,0.0054,5669.13,5982.01,1,5794.005702968778,5884.821856252866,0.01567415669569594,0.0010000000000000009,0.014674156695695939,1.0,5669.13,5982.01,False,False,VOLATILITY_LIQUIDATION,True,0.01567415669569594,-0.01027415669569594,0.0054,False,,1.0,0,0.073,IN_LINE_ACCURATE,True,1.541761354428535,0.0
2025-08-08,2025-08-15,0.068,-0.036,1,0,0.01762999721187286,0.0,0.018629997211872862,2025-08-08 21:00:00+00:00,2025-08-08,2025-08-15,2025-08-08,weekly_close,0.068,NEUTRAL,0.0036,5776.25,6035.19,1,5884.821856252866,5994.456071027226,0.018629997211872862,0.0010000000000000009,0.01762999721187286,1.0,5776.25,6035.19,False,False,UNCLASSIFIED_DISPERSION,True,0.018629997211872862,-0.015029997211872863,0.0036,False,,1.0,0,0.068,TREND_MOMENTUM_OVERRIDE,True,1.5689426028084834,0.0
2025-08-15,2025-08-22,-0.174,-0.061,-1,-1,-0.00030369597080170865,-0.00030369597080170865,0.0006963040291982914,2025-08-15 21:00:00+00:00,2025-08-15,2025-08-22,2025-08-15,weekly_close,-0.174,NEUTRAL,-0.0092,5801.26,6077.0,-1,5994.456071027226,5990.282107112118,0.0006963040291982914,0.001,-0.00030369597080170865,1.0,6077.0,5801.26,False,False,MACRO_DECOUPLING,True,-0.0006963040291982914,-0.008503695970801708,-0.0092,False,,1.0,0,0.174,IN_LINE_ACCURATE,True,1.5684661212615914,-0.0003036959708017095
2025-08-22,2025-08-29,0.393,-0.033,1,0,0.03080481305930316,0.0,0.03180481305930316,2025-08-22 21:00:00+00:00,2025-08-22,2025-08-29,2025-08-22,weekly_close,0.393,BULLISH_BIAS,0.0222,5991.2,6254.77,1,5990.282107112118,6180.8019097013075,0.03180481305930316,0.0010000000000000009,0.03080481305930316,1.0,5991.2,6254.77,False,False,TREND_MOMENTUM_OVERRIDE,True,0.03180481305930316,-0.00960481305930316,0.0222,False,,1.0,0,0.393,IN_LINE_ACCURATE,True,1.616782426916905,0.0
2025-08-29,2025-09-05,0.682,-0.05,1,-1,0.025968683470839138,-0.02796868347083914,0.02696868347083914,2025-08-29 21:00:00+00:00,2025-08-29,2025-09-05,2025-08-29,weekly_close,0.682,BULLISH_BIAS,0.049,6347.49,6619.45,1,6180.8019097013075,6347.49,0.02696868347083914,0.0010000000000000009,0.025968683470839138,1.0,6347.49,6619.45,True,False,TREND_MOMENTUM_OVERRIDE,True,0.026230203502622063,0.02276979649737794,0.049,True,stop,1.0,0,0.682,TREND_MOMENTUM_OVERRIDE,False,1.6587681380027255,0.0
2025-09-05,2025-09-12,-0.053,-0.134,-1,-1,0.007972821099618499,0.007972821099618499,0.0089728210996185,2025-09-05 21:00:00+00:00,2025-09-05,2025-09-12,2025-09-05,weekly_close,-0.053,NEUTRAL,-0.0027,6186.01,6465.1,-1,6342.925601602167,6286.011664930801,0.0089728210996185,0.0010000000000000009,0.007972821099618499,1.0,6465.1,6186.01,False,False,TREND_MOMENTUM_OVERRIDE,True,-0.0089728210996185,0.0062728210996185,-0.0027,False,,1.0,0,0.053,IN_LINE_ACCURATE,True,1.6719931996127686,0.0
2025-09-12,2025-09-19,0.34,-0.133,1,-1,-0.004283745883890021,0.0022837458838900213,-0.0032837458838900213,2025-09-12 21:00:00+00:00,2025-09-12,2025-09-19,2025-09-12,weekly_close,0.34,BULLISH_BIAS,0.0187,6265.37,6541.96,1,6286.011664930801,6265.37,-0.0032837458838900213,0.001,-0.004283745883890021,1.0,6265.37,6541.96,True,False,UNCLASSIFIED_DISPERSION,True,-0.004254781768715965,0.022954781768715966,0.0187,True,stop,1.0,0,0.34,UNCLASSIFIED_DISPERSION,False,1.6648308056260352,-0.004283745883890022
2025-09-19,2025-09-26,-0.388,-0.183,-1,-1,0.02567539880342018,0.02567539880342018,0.02667539880342018,2025-09-19 21:00:00+00:00,2025-09-19,2025-09-26,2025-09-19,weekly_close,-0.388,BEARISH_BIAS,-0.0218,5985.1,6260.51,-1,6259.266057100917,6092.297638811039,0.02667539880342018,0.0010000000000000009,0.02567539880342018,1.0,6260.51,5985.1,False,False,UNCLASSIFIED_DISPERSION,True,-0.02667539880342018,0.004875398803420181,-0.0218,False,,1.0,0,0.388,IN_LINE_ACCURATE,True,1.707576000500703,0.0
