week_ending,trade_week,bias,static_bias,signal,static_signal,return,static_return,raw_return,prediction_timestamp,entry_timestamp,exit_timestamp,trade_timestamp,entry_source,recursive_bias,recursive_category,expected_return,corridor_low,corridor_high,direction,entry_price,exit_price,gross_return,transaction_cost,net_return,position,stop_price,target_price,stop_hit,target_hit,prior_archetype,prior_warning,realized_return,prediction_error,recursive_expected_return,stopped,stop_reason,size,regime,confidence,archetype,contained,equity,drawdown,capital
2024-09-06,2024-09-13,0.022,0.084,0,1,0.0,0.005073660848261609,0.0,2024-09-06 21:00:00+00:00,2024-09-06,2024-09-13,2024-09-06,weekly_close,0.022,NEUTRAL,0.0002,5159.27,5423.79,0,5290.4217345311135,5290.4217345311135,0.0,0.0,0.0,1.0,,,False,False,COUNTER_TREND_EXHAUSTION,True,0.006573660848261609,-0.006373660848261609,0.0002,False,,1.0,0,0.022,IN_LINE_ACCURATE,True,0.9957066173321014,-1.896983688698395e-05,9957.066173321015
2024-09-13,2024-09-20,0.116,0.097,1,1,0.013910124449173111,0.013910124449173111,0.015410124449173113,2024-09-13 21:00:00+00:00,2024-09-13,2024-09-20,2024-09-13,weekly_close,0.116,NEUTRAL,0.0055,5221.33,5487.59,1,5325.199172758193,5407.26115472703,0.015410124449173113,0.0015000000000000013,0.013910124449173111,1.0,5221.33,5487.59,False,False,COUNTER_TREND_EXHAUSTION,True,0.015410124449173113,-0.009910124449173113,0.0055,False,,1.0,0,0.116,IN_LINE_ACCURATE,True,1.009557020294056,0.0,10095.57020294056
2024-09-20,2024-09-27,0.181,0.072,1,1,0.0327333835885007,0.0327333835885007,0.0342333835885007,2024-09-20 21:00:00+00:00,2024-09-20,2024-09-27,2024-09-20,weekly_close,0.181,NEUTRAL,0.0092,5322.01,5592.37,1,5407.26115472703,5592.37,0.0342333835885007,0.0015000000000000013,0.0327333835885007,1.0,5322.01,5592.37,False,True,COUNTER_TREND_EXHAUSTION,True,0.03471301596543053,-0.025513015965430527,0.0092,True,target,1.0,0,0.181,COUNTER_TREND_EXHAUSTION,False,1.042603237493805,0.0,10426.03237493805
2024-09-27,2024-10-04,0.23,-0.012,1,0,-0.011087819034761692,0.0,-0.009587819034761691,2024-09-27 21:00:00+00:00,2024-09-27,2024-10-04,2024-09-27,weekly_close,0.23,NEUTRAL,0.0124,5541.32,5787.49,1,5594.963497520322,5541.32,-0.009587819034761691,0.0015000000000000013,-0.011087819034761692,1.0,5541.32,5787.49,True,False,UNCLASSIFIED_DISPERSION,True,-0.015887438394597164,0.028287438394597166,0.0124,True,stop,1.0,0,0.23,UNCLASSIFIED_DISPERSION,False,1.0310430414714171,-0.011087819034761637,10310.430414714172
2024-10-04,2024-10-11,-0.467,-0.091,-1,-1,0.004168986727963344,0.004168986727963344,0.005668986727963343,2024-10-04 21:00:00+00:00,2024-10-04,2024-10-11,2024-10-04,weekly_close,-0.467,BEARISH_BIAS,-0.0277,5232.59,5474.86,-1,5506.073859633448,5474.86,0.005668986727963343,0.0014999999999999996,0.004168986727963344,1.0,5474.86,5232.59,True,False,UNCLASSIFIED_DISPERSION,True,0.0033539349332205592,-0.031053934933220558,-0.0277,True,stop,1.0,0,0.467,VOLATILITY_LIQUIDATION,False,1.0353414462272703,-0.006965057277196318,10353.414462272704
2024-10-11,2024-10-18,0.108,-0.151,1,-1,-2.1532154959645698e-05,-0.0029784678450403544,0.0014784678450403543,2024-10-11 21:00:00+00:00,2024-10-11,2024-10-18,2024-10-11,weekly_close,0.108,NEUTRAL,0.0057,5434.76,5677.84,1,5524.540873096165,5532.708729135649,0.0014784678450403543,0.0015,-2.1532154959645698e-05,1.0,5434.76,5677.84,False,False,UNCLASSIFIED_DISPERSION,True,0.0014784678450403543,0.004221532154959646,0.0057,False,,1.0,0,0.108,IN_LINE_ACCURATE,True,1.035319153094814,-0.006986439459463312,10353.191530948141
2024-10-18,2024-10-25,0.373,-0.044,1,0,0.03205178039589801,0.0,0.03355178039589801,2024-10-18 21:00:00+00:00,2024-10-18,2024-10-25,2024-10-18,weekly_close,0.373,BULLISH_BIAS,0.0211,5527.77,5771.21,1,5532.708729135649,5718.340957410076,0.03355178039589801,0.0015000000000000013,0.03205178039589801,1.0,5527.77,5771.21,False,False,UNCLASSIFIED_DISPERSION,True,0.03355178039589801,-0.012451780395898011,0.0211,False,,1.0,0,0.373,IN_LINE_ACCURATE,True,1.0685029752294761,0.0,10685.029752294762
2024-10-25,2024-11-01,0.236,-0.086,1,-1,0.021951600966409857,-0.02495160096640986,0.023451600966409858,2024-10-25 21:00:00+00:00,2024-10-25,2024-11-01,2024-10-25,weekly_close,0.236,NEUTRAL,0.0128,5665.72,5917.33,1,5718.340957410076,5852.445207733135,0.023451600966409858,0.0015000000000000013,0.021951600966409857,1.0,5665.72,5917.33,False,False,UNCLASSIFIED_DISPERSION,True,0.023451600966409858,-0.010651600966409857,0.0128,False,,1.0,0,0.236,IN_LINE_ACCURATE,True,1.0919583261731352,0.0,10919.583261731352
2024-11-01,2024-11-08,0.033,-0.085,0,-1,0.0,-0.015046532327542994,0.0,2024-11-01 21:00:00+00:00,2024-11-01,2024-11-08,2024-11-01,weekly_close,0.033,NEUTRAL,0.0017,5733.85,5991.36,0,5852.445207733135,5852.445207733135,0.0,0.0,0.0,1.0,,,False,False,UNCLASSIFIED_DISPERSION,True,0.013546532327542993,-0.011846532327542993,0.0017,False,,1.0,0,0.033,IN_LINE_ACCURATE,True,1.0919583261731352,0.0,10919.583261731352
2024-11-08,2024-11-15,-0.145,-0.087,-1,-1,-0.011661180655531289,-0.011661180655531289,-0.010161180655531288,2024-11-08 22:00:00+00:00,2024-11-08,2024-11-15,2024-11-08,weekly_close,-0.145,NEUTRAL,-0.0077,5755.46,6016.46,-1,5931.725545934866,5991.99888080614,-0.010161180655531288,0.0015000000000000013,-0.011661180655531289,1.0,6016.46,5755.46,False,False,UNCLASSIFIED_DISPERSION,True,0.010161180655531288,-0.017861180655531286,-0.0077,False,,1.0,1,0.145,TREND_MOMENTUM_OVERRIDE,True,1.0792248028633187,-0.011661180655531234,10792.248028633187
2024-11-15,2024-11-22,0.652,-0.036,1,0,0.02186634601891374,0.0,0.023366346018913742,2024-11-15 22:00:00+00:00,2024-11-15,2024-11-22,2024-11-15,weekly_close,0.652,BULLISH_BIAS,0.0454,6132.01,6395.66,1,5991.99888080614,6132.01,0.023366346018913742,0.0015000000000000013,0.02186634601891374,1.0,6132.01,6395.66,True,False,UNCLASSIFIED_DISPERSION,True,0.0007672663364588495,0.04463273366354115,0.0454,True,stop,1.0,1,0.652,UNCLASSIFIED_DISPERSION,False,1.1028235058349218,0.0,11028.235058349219
2024-11-22,2024-11-29,-0.231,-0.059,-1,-1,0.03296227295018356,0.03296227295018356,0.03446227295018356,2024-11-22 22:00:00+00:00,2024-11-22,2024-11-29,2024-11-22,weekly_close,-0.231,NEUTRAL,-0.0125,5789.94,6053.79,-1,5996.596339835482,5789.94,0.03446227295018356,0.0015000000000000013,0.03296227295018356,1.0,6053.79,5789.94,False,True,TREND_MOMENTUM_OVERRIDE,True,-0.04132937801467662,0.02882937801467662,-0.0125,True,target,1.0,1,0.231,UNCLASSIFIED_DISPERSION,False,1.1391750752501308,0.0,11391.750752501308
2024-11-29,2024-12-06,0.214,0.054,1,1,0.023570975052249754,0.023570975052249754,0.025070975052249755,2024-11-29 22:00:00+00:00,2024-11-29,2024-12-06,2024-11-29,weekly_close,0.214,NEUTRAL,0.0112,5669.24,5956.68,1,5748.760742904995,5892.887780071718,0.025070975052249755,0.0015000000000000013,0.023570975052249754,1.0,5669.24,5956.68,False,False,COUNTER_TREND_EXHAUSTION,True,0.025070975052249755,-0.013870975052249756,0.0112,False,,1.0,1,0.214,IN_LINE_ACCURATE,True,1.1660265425289964,0.0,11660.265425289965
2024-12-06,2024-12-13,0.019,-0.115,0,-1,0.0,-0.0038071650292150192,0.0,2024-12-06 22:00:00+00:00,2024-12-06,2024-12-13,2024-12-06,weekly_close,0.019,NEUTRAL,0.001,5769.04,6028.33,0,5892.887780071718,5892.887780071718,0.0,0.0,0.0,1.0,,,False,False,UNCLASSIFIED_DISPERSION,True,0.002307165029215019,-0.0013071650292150192,0.001,False,,1.0,1,0.019,IN_LINE_ACCURATE,True,1.1660265425289964,0.0,11660.265425289965
2024-12-13,2024-12-20,-0.713,-0.04,-1,0,0.031076682888528773,0.0,0.032576682888528774,2024-12-13 22:00:00+00:00,2024-12-13,2024-12-20,2024-12-13,weekly_close,-0.713,BEARISH_BIAS,-0.0546,5454.18,5714.07,-1,5906.483644678989,5714.07,0.032576682888528774,0.0015000000000000013,0.031076682888528773,1.0,5714.07,5454.18,True,False,UNCLASSIFIED_DISPERSION,True,-0.004944483474497274,-0.04965551652550273,-0.0546,True,stop,1.0,1,0.713,UNCLASSIFIED_DISPERSION,False,1.2022627796307777,0.0,12022.627796307777
2024-12-20,2024-12-27,-0.225,-0.111,-1,-1,-0.007266264178359348,-0.007266264178359348,-0.005766264178359348,2024-12-20 22:00:00+00:00,2024-12-20,2024-12-27,2024-12-20,weekly_close,-0.225,NEUTRAL,-0.0121,5676.7,5935.3,-1,5877.279133905485,5911.169078041543,-0.005766264178359348,0.0014999999999999996,-0.007266264178359348,1.0,5935.3,5676.7,False,False,UNCLASSIFIED_DISPERSION,True,0.005766264178359348,-0.017866264178359348,-0.0121,False,,1.0,1,0.225,UNCLASSIFIED_DISPERSION,True,1.1935268206621719,-0.007266264178359294,11935.268206621718
2024-12-27,2025-01-03,0.077,-0.008,1,0,0.0245457652159507,0.0,0.0260457652159507,2024-12-27 22:00:00+00:00,2024-12-27,2025-01-03,2024-12-27,weekly_close,0.077,NEUTRAL,0.004,5805.04,6065.13,1,5911.169078041543,6065.13,0.0260457652159507,0.0015000000000000013,0.0245457652159507,1.0,5805.04,6065.13,False,True,UNCLASSIFIED_DISPERSION,True,0.037084169066029515,-0.03308416906602951,0.004,True,target,1.0,1,0.077,TREND_MOMENTUM_OVERRIDE,False,1.2228228497810856,0.0,12228.228497810856
2025-01-03,2025-01-10,0.35,-0.054,1,-1,0.02062793544424074,-0.023627935444240744,0.022127935444240743,2025-01-03 22:00:00+00:00,2025-01-03,2025-01-10,2025-01-03,weekly_close,0.35,BULLISH_BIAS,0.0196,6115.61,6385.35,1,6130.379871509521,6266.0325215549565,0.022127935444240743,0.0015000000000000013,0.02062793544424074,1.0,6115.61,6385.35,False,False,UNCLASSIFIED_DISPERSION,True,0.022127935444240743,-0.0025279354442407434,0.0196,False,,1.0,1,0.35,IN_LINE_ACCURATE,True,1.2480471605861123,0.0,12480.471605861123
2025-01-10,2025-01-17,-0.304,-0.135,-1,-1,0.024485338383491595,0.024485338383491595,0.025985338383491596,2025-01-10 22:00:00+00:00,2025-01-10,2025-01-17,2025-01-10,weekly_close,-0.304,BEARISH_BIAS,-0.0167,6023.23,6298.93,-1,6266.0325215549565,6103.207546160388,0.025985338383491596,0.0015000000000000013,0.024485338383491595,1.0,6298.93,6023.23,False,False,UNCLASSIFIED_DISPERSION,True,-0.025985338383491596,0.009285338383491597,-0.0167,False,,1.0,1,0.304,IN_LINE_ACCURATE,True,1.2786060176316192,0.0,12786.060176316192
2025-01-17,2025-01-24,-0.485,-0.078,-1,-1,0.04951539539750166,0.04951539539750166,0.05101539539750166,2025-01-17 22:00:00+00:00,2025-01-17,2025-01-24,2025-01-17,weekly_close,-0.485,BEARISH_BIAS,-0.029,5791.85,6060.39,-1,6103.207546160388,5791.85,0.05101539539750166,0.0015000000000000013,0.04951539539750166,1.0,6060.39,5791.85,False,True,UNCLASSIFIED_DISPERSION,True,-0.05293693981298775,0.023936939812987747,-0.029,True,target,1.0,1,0.485,COUNTER_TREND_EXHAUSTION,False,1.3419167001522738,0.0,13419.167001522737
2025-01-24,2025-01-31,0.434,0.088,1,1,0.012073865827590347,0.012073865827590347,0.013573865827590348,2025-01-24 22:00:00+00:00,2025-01-24,2025-01-31,2025-01-24,weekly_close,0.434,BULLISH_BIAS,0.0252,5798.89,6053.21,1,5780.122415623123,5858.581021759838,0.013573865827590348,0.0015000000000000013,0.012073865827590347,1.0,5798.89,6053.21,False,False,UNCLASSIFIED_DISPERSION,True,0.013573865827590348,0.011626134172409652,0.0252,False,,1.0,0,0.434,IN_LINE_ACCURATE,True,1.358118822341715,0.0,13581.188223417152
2025-01-31,2025-02-07,0.433,0.019,1,0,-0.0018074160369463952,0.0,-0.0003074160369463952,2025-01-31 22:00:00+00:00,2025-01-31,2025-02-07,2025-01-31,weekly_close,0.433,BULLISH_BIAS,0.0227,5856.78,6126.28,1,5858.581021759838,5856.78,-0.0003074160369463952,0.0015,-0.0018074160369463952,1.0,5856.78,6126.28,True,False,MACRO_DECOUPLING,True,-0.02328199492554972,0.04598199492554972,0.0227,True,stop,1.0,1,0.433,UNCLASSIFIED_DISPERSION,False,1.355664136602136,-0.001807416036946341,13556.64136602136
2025-02-07,2025-02-14,-0.34,-0.017,-1,0,-0.003384461342885002,0.0,-0.0018844613428850021,2025-02-07 22:00:00+00:00,2025-02-07,2025-02-14,2025-02-07,weekly_close,-0.34,BEARISH_BIAS,-0.019,5487.8,5739.58,-1,5722.181568140304,5732.964798102434,-0.0018844613428850021,0.0015,-0.003384461342885002,1.0,5739.58,5487.8,False,False,UNCLASSIFIED_DISPERSION,True,0.0018844613428850021,-0.020884461342885,-0.019,False,,1.0,0,0.34,UNCLASSIFIED_DISPERSION,True,1.3510759437378705,-0.005185760250123739,13510.759437378705
2025-02-14,2025-02-21,-0.273,0.104,-1,1,-0.00858624652832568,0.00558624652832568,-0.007086246528325679,2025-02-14 22:00:00+00:00,2025-02-14,2025-02-21,2025-02-14,weekly_close,-0.273,BEARISH_BIAS,-0.0149,5521.34,5773.59,-1,5732.964798102434,5773.59,-0.007086246528325679,0.0015000000000000013,-0.00858624652832568,1.0,5773.59,5521.34,True,False,UNCLASSIFIED_DISPERSION,True,0.024440981638728543,-0.03934098163872854,-0.0149,True,stop,1.0,0,0.273,UNCLASSIFIED_DISPERSION,False,1.339475272606447,-0.013727480562505057,13394.75272606447
2025-02-21,2025-02-28,-0.041,-0.056,0,-1,0.0,-0.02135599266664817,0.0,2025-02-21 22:00:00+00:00,2025-02-21,2025-02-28,2025-02-21,weekly_close,-0.041,NEUTRAL,-0.0021,5731.29,5989.7,0,5873.084085468333,5873.084085468333,0.0,0.0,0.0,1.0,,,False,False,UNCLASSIFIED_DISPERSION,True,0.035348791096172505,-0.0374487910961725,-0.0021,False,,1.0,1,0.041,VOLATILITY_LIQUIDATION,False,1.339475272606447,-0.013727480562505057,13394.75272606447
2025-02-28,2025-03-07,-0.0,-0.059,0,-1,0.0,0.020507452561850104,0.0,2025-02-28 22:00:00+00:00,2025-02-28,2025-03-07,2025-02-28,weekly_close,-0.0,NEUTRAL,-0.0,5946.87,6214.42,0,6080.690507895809,6080.690507895809,0.0,0.0,0.0,1.0,,,False,False,UNCLASSIFIED_DISPERSION,True,-0.033604857304404656,0.033604857304404656,-0.0,False,,1.0,1,0.0,VOLATILITY_LIQUIDATION,False,1.339475272606447,-0.013727480562505057,13394.75272606447
2025-03-07,2025-03-14,0.021,0.022,0,0,0.0,0.0,0.0,2025-03-07 22:00:00+00:00,2025-03-07,2025-03-14,2025-03-07,weekly_close,0.021,NEUTRAL,0.0011,5753.56,6012.12,0,5876.349771065722,5876.349771065722,0.0,0.0,0.0,1.0,,,False,False,UNCLASSIFIED_DISPERSION,True,-0.011998286790321,0.013098286790321,0.0011,False,,1.0,0,0.021,VOLATILITY_LIQUIDATION,True,1.339475272606447,-0.013727480562505057,13394.75272606447
2025-03-14,2025-03-21,-0.395,0.051,-1,1,0.03495127391879432,-0.037951273918794326,0.036451273918794325,2025-03-14 21:00:00+00:00,2025-03-14,2025-03-21,2025-03-14,weekly_close,-0.395,BEARISH_BIAS,-0.0187,5580.99,5813.22,-1,5805.843641232238,5594.2132443359915,0.036451273918794325,0.0015000000000000013,0.03495127391879432,1.0,5813.22,5580.99,False,False,NONE,False,-0.036451273918794325,0.017751273918794323,-0.0187,False,,1.0,0,0.395,UNCLASSIFIED_DISPERSION,True,1.3862916397667664,0.0,13862.916397667665
2025-03-21,2025-03-28,-0.018,0.036,0,0,0.0,0.0,0.0,2025-03-21 21:00:00+00:00,2025-03-21,2025-03-28,2025-03-21,weekly_close,-0.018,NEUTRAL,-0.0009,5465.94,5712.09,0,5594.2132443359915,5594.2132443359915,0.0,0.0,0.0,1.0,,,False,False,UNCLASSIFIED_DISPERSION,True,-0.03282864523631557,0.03192864523631557,-0.0009,False,,1.0,0,0.018,VOLATILITY_LIQUIDATION,False,1.3862916397667664,0.0,13862.916397667665
2025-03-28,2025-04-04,0.062,0.086,1,1,-0.02119963230323524,-0.02119963230323524,-0.019699632303235237,2025-03-28 21:00:00+00:00,2025-03-28,2025-04-04,2025-03-28,weekly_close,0.062,NEUTRAL,0.0025,5288.65,5559.18,1,5410.562802361387,5303.976704601306,-0.019699632303235237,0.0015000000000000013,-0.02119963230323524,1.0,5288.65,5559.18,False,False,COUNTER_TREND_EXHAUSTION,True,-0.019699632303235237,0.022199632303235236,0.0025,False,,1.0,0,0.062,UNCLASSIFIED_DISPERSION,True,1.3569027667386617,-0.021199632303235405,13569.027667386617
2025-04-04,2025-04-11,-0.414,0.153,-1,1,0.0003187682824732931,-0.003318768282473293,0.0018187682824732931,2025-04-04 21:00:00+00:00,2025-04-04,2025-04-11,2025-04-04,weekly_close,-0.414,BEARISH_BIAS,-0.0238,5060.95,5294.33,-1,5303.976704601306,5294.33,0.0018187682824732931,0.0015,0.0003187682824732931,1.0,5294.33,5060.95,True,False,UNCLASSIFIED_DISPERSION,True,0.01506577791947783,-0.03886577791947783,-0.0238,True,stop,1.0,0,0.414,VOLATILITY_LIQUIDATION,False,1.3573353043030982,-0.020887621791140454,13573.353043030982
2025-04-11,2025-04-18,0.299,0.087,1,1,0.0034806206114837437,0.0034806206114837437,0.004980620611483744,2025-04-11 21:00:00+00:00,2025-04-11,2025-04-18,2025-04-11,weekly_close,0.299,BULLISH_BIAS,0.0246,5370.72,5661.45,1,5383.885239722913,5410.70032951774,0.004980620611483744,0.0015,0.0034806206114837437,1.0,5370.72,5661.45,False,False,VOLATILITY_LIQUIDATION,True,0.004980620611483744,0.019619379388516257,0.0246,False,,1.0,0,0.299,VOLATILITY_LIQUIDATION,True,1.3620596735399502,-0.01747970306658786,13620.596735399502
2025-04-18,2025-04-25,-0.334,0.106,-1,1,-0.0004058108641791778,-0.0025941891358208223,0.0010941891358208222,2025-04-18 21:00:00+00:00,2025-04-18,2025-04-25,2025-04-18,weekly_close,-0.334,BEARISH_BIAS,-0.0281,5112.6,5404.78,-1,5410.70032951774,5404.78,0.0010941891358208222,0.0015,-0.0004058108641791778,1.0,5404.78,5112.6,True,False,VOLATILITY_LIQUIDATION,True,0.0036774866108271187,-0.03177748661082712,-0.0281,True,stop,1.0,0,0.334,VOLATILITY_LIQUIDATION,False,1.3615069349267674,-0.01787842047735988,13615.069349267675
2025-04-25,2025-05-02,-0.219,0.032,-1,0,0.036860073487230915,0.0,0.03836007348723092,2025-04-25 21:00:00+00:00,2025-04-25,2025-05-02,2025-04-25,weekly_close,-0.219,NEUTRAL,-0.0171,5191.09,5484.34,-1,5430.598107534739,5222.279965050089,0.03836007348723092,0.0015000000000000013,0.036860073487230915,1.0,5484.34,5191.09,False,False,VOLATILITY_LIQUIDATION,True,-0.03836007348723092,0.021260073487230916,-0.0171,False,,1.0,0,0.219,VOLATILITY_LIQUIDATION,True,1.4116921806015426,0.0,14116.921806015425
2025-05-02,2025-05-09,-0.102,0.131,-1,1,0.01573047411489964,-0.018730474114899642,0.01723047411489964,2025-05-02 21:00:00+00:00,2025-05-02,2025-05-09,2025-05-02,weekly_close,-0.102,NEUTRAL,-0.0054,5079.15,5308.93,-1,5222.279965050089,5132.297605291535,0.01723047411489964,0.0015000000000000013,0.01573047411489964,1.0,5308.93,5079.15,False,False,UNCLASSIFIED_DISPERSION,True,-0.01723047411489964,0.01183047411489964,-0.0054,False,,1.0,0,0.102,IN_LINE_ACCURATE,True,1.4338987679067012,0.0,14338.987679067013
2025-05-09,2025-05-16,-0.699,0.004,-1,0,0.02862833962163641,0.0,0.030128339621636413,2025-05-09 21:00:00+00:00,2025-05-09,2025-05-16,2025-05-09,weekly_close,-0.699,BEARISH_BIAS,-0.0521,4751.85,4977.67,-1,5132.297605291535,4977.67,0.030128339621636413,0.0015000000000000013,0.02862833962163641,1.0,4977.67,4751.85,True,False,UNCLASSIFIED_DISPERSION,True,-0.02402899166887351,-0.02807100833112649,-0.0521,True,stop,1.0,0,0.699,COUNTER_TREND_EXHAUSTION,False,1.4749489088173804,0.0,14749.489088173805
2025-05-16,2025-05-23,-0.064,0.191,-1,1,0.0008559868086018287,-0.0038559868086018288,0.0023559868086018287,2025-05-16 21:00:00+00:00,2025-05-16,2025-05-23,2025-05-16,weekly_close,-0.064,NEUTRAL,-0.0046,4860.74,5111.19,-1,5008.973668891805,4997.172593003262,0.0023559868086018287,0.0015,0.0008559868086018287,1.0,5111.19,4860.74,False,False,COUNTER_TREND_EXHAUSTION,True,-0.0023559868086018287,-0.002244013191398171,-0.0046,False,,1.0,0,0.064,IN_LINE_ACCURATE,True,1.4762114456266897,0.0,14762.114456266898
